id	name	direction	gpr	pathway	enzyme	equation	reference
LYSDC	lysine decarboxylase	>	( b0186  or  b4131 )	Threonine and Lysine Metabolism	4.1.1.18	[c] : h + lys-L --> 15dap + co2	
LYSt2pp	L-lysine transport in via proton symport (periplasm)	>	b2156	Transport, Inner Membrane		h[p] + lys-L[p] --> h[c] + lys-L[c]	
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	>	b2923	Transport, Inner Membrane		h[p] + lys-L[c] --> h[c] + lys-L[p]	
LYStex	L-lysine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		lys-L[e] <==> lys-L[p]	
LYSTRS	Lysyl-tRNA synthetase	>	( b2890  or  b4129 )	tRNA Charging	6.1.1.6	[c] : atp + lys-L + trnalys --> amp + lystrna + ppi	
LYXI	Lyxose isomerase	>	b3903	Alternate Carbon Metabolism		[c] : lyx-L --> xylu-L	1650346
LYXt2pp	L-Lyxose transport via proton symport (periplasm)	>	b3907	Transport, Inner Membrane		h[p] + lyx-L[p] --> h[c] + lyx-L[c]	1650346
LYXtex	L-Lyxose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		lyx-L[e] <==> lyx-L[p]	
M1PD	mannitol-1-phosphate 5-dehydrogenase	=	b3600	Alternate Carbon Metabolism	1.1.1.17	[c] : mnl1p + nad <==> f6p + h + nadh	
MACPD	Malonyl-ACP decarboxylase	>	b2323	Membrane Lipid Metabolism		[c] : h + malACP --> acACP + co2	
MALDDH	malate decarboxylating oxidoreductase (decarboxylating)	>	b1800	Alternate Carbon Metabolism	1.1.1.83	[c] : mal-D + nad --> co2 + nadh + pyr	
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	>	b3528	Transport, Inner Membrane		(2) h[p] + mal-D[p] --> (2) h[c] + mal-D[c]	
MALDtex	D-Malate transport via diffusion (extracellular to periplasm)	=	( b1377  or  b0929  or  b2215  or  b0241 )	Transport, Outer Membrane Porin		mal-D[e] <==> mal-D[p]	
MALS	malate synthase	>	( b4014  or  b2976 )	Anaplerotic Reactions	4.1.3.2	[c] : accoa + glx + h2o --> coa + h + mal-L	
MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	>	b3528	Transport, Inner Membrane		(2) h[p] + mal-L[p] --> (2) h[c] + mal-L[c]	11803016
MALt2_3pp	Malate transport via proton symport (3 H) (periplasm)	>	( b4138  or  b4123 )	Transport, Inner Membrane		(3) h[p] + mal-L[p] --> (3) h[c] + mal-L[c]	11803016
MALTabcpp	maltose transport via ABC system (periplasm)	>	( b4034  and  b4033  and  b4032  and  b4035 )	Transport, Inner Membrane		atp[c] + h2o[c] + malt[p] --> adp[c] + h[c] + malt[c] + pi[c]	9529892
MALTATr	maltose O-acetyltransferase	=	b0459	Alternate Carbon Metabolism	2.3.1.79	[c] : accoa + malt <==> acmalt + coa	1856235
MALtex	Malate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mal-L[e] <==> mal-L[p]	
MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	>	( b4034  and  b4033  and  b4032  and  b4035 )	Transport, Inner Membrane		atp[c] + h2o[c] + malthx[p] --> adp[c] + h[c] + malthx[c] + pi[c]	9529892
MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	>	b4036	Transport, Outer Membrane		malthx[e] --> malthx[p]	
MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	>	( b4034  and  b4033  and  b4032  and  b4035 )	Transport, Inner Membrane		atp[c] + h2o[c] + maltpt[p] --> adp[c] + h[c] + maltpt[c] + pi[c]	9529892
MALTptspp	maltose transport via PEP:Pyr PTS (periplasm)	>	( b2417  and  b1621  and  b2415  and  b2416 )	Transport, Inner Membrane		malt[p] + pep[c] --> malt6p[c] + pyr[c]	0
MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	>	b4036	Transport, Outer Membrane		maltpt[e] --> maltpt[p]	
MALTtexi	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	>	b4036	Transport, Outer Membrane		malt[e] --> malt[p]	
MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	>	( b4034  and  b4033  and  b4032  and  b4035 )	Transport, Inner Membrane		atp[c] + h2o[c] + malttr[p] --> adp[c] + h[c] + malttr[c] + pi[c]	9529892
MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	>	b4036	Transport, Outer Membrane		malttr[e] --> malttr[p]	
MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	>	( b4034  and  b4033  and  b4032  and  b4035 )	Transport, Inner Membrane		atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c]	9529892
MALTTTRtexi	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	>	b4036	Transport, Outer Membrane		maltttr[e] --> maltttr[p]	
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	>	b2049	Cell Envelope Biosynthesis	2.7.7.22	[c] : gdp + h + man1p --> gdpmann + pi	8759852
MAN6PI	mannose-6-phosphate isomerase	=	b1613	Alternate Carbon Metabolism	5.3.1.8	[c] : man6p <==> f6p	
MAN6Pt6_2pp	Mannose-6-phosphate transport via phosphate antiport (periplasm)	>	b3666	Transport, Inner Membrane		man6p[p] + (2) pi[c] --> man6p[c] + (2) pi[p]	2181257
MAN6Ptex	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		man6p[e] <==> man6p[p]	
MANAO	Mannonate oxidoreductase	=	b4323	Alternate Carbon Metabolism	1.1.1.57	[c] : mana + nad <==> fruur + h + nadh	0
MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	>	( b0731  and  b2415  and  b2416 )	Transport, Inner Membrane		manglyc[p] + pep[c] --> man6pglyc[c] + pyr[c]	14645248
MANGLYCtex	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		manglyc[e] <==> manglyc[p]	
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	>	b0732	Alternate Carbon Metabolism		[c] : h2o + man6pglyc --> glyc-R + man6p	14645248
MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	>	( b1817  and  b1818  and  b1819  and  b2415  and  b2416 )	Transport, Inner Membrane		man[p] + pep[c] --> man6p[c] + pyr[c]	0
MANtex	D-mannose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		man[e] <==> man[p]	
MCITD	2-methylcitrate dehydratase	>	b0334	Alternate Carbon Metabolism	4.2.1.79	[c] : 2mcit --> 2mcacn + h2o	11782506
MCITL2	methylisocitrate lyase	=	b0331	Alternate Carbon Metabolism	4.1.3.30	[c] : micit <==> pyr + succ	9325432
MCITS	2-methylcitrate synthase	>	b0333	Alternate Carbon Metabolism	4.1.3.31	[c] : h2o + oaa + ppcoa --> 2mcit + coa + h	9325432
MCOATA	Malonyl-CoA-ACP transacylase	=	( b1094  and  b1092 )	Membrane Lipid Metabolism	2.3.1.39	[c] : ACP + malcoa <==> coa + malACP	
MCPST	3-mercaptopyruvate sulfurtransferase	>	b2521	Cysteine Metabolism	2.8.1.2	[c] : cyan + mercppyr --> h + pyr + tcynt	12499560
MCTP1App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	>	( b0084  or  b0635  or  b0149  or  b3396 )	Murein Biosynthesis		[p] : murein5p5p --> ala-D + murein5px4p	11181358
MCTP1Bpp	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	>	( b0149  or  b3396 )	Murein Biosynthesis		[p] : murein5p5p --> alaala + murein5px3p	11181358
MCTP2App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	>	( b0084  or  b0635  or  b3396  or  b0149 )	Murein Biosynthesis		[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	11181358
MDDCP1pp	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	>	( b0632  or  b3182  or  b0839  or  b2010 )	Murein Biosynthesis	3.4.16.4	[p] : h2o + murein5px4p --> ala-D + murein4px4p	0
MDDCP2pp	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	>	( b0632  or  b3182  or  b0839  or  b2010 )	Murein Biosynthesis	3.4.16.4	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	0
MDDCP3pp	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	>	( b0632  or  b3182  or  b0839  or  b2010 )	Murein Biosynthesis	3.4.16.4	[p] : h2o + murein5p5p --> ala-D + murein5p4p	0
MDDCP4pp	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	>	( b0632  or  b3182  or  b0839  or  b2010 )	Murein Biosynthesis	3.4.16.4	[p] : h2o + murein5p4p --> ala-D + murein4p4p	0
MDDCP5pp	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	>	( b0632  or  b3182  or  b0839  or  b2010 )	Murein Biosynthesis	3.4.16.4	[p] : h2o + murein5p3p --> ala-D + murein4p3p	0
MDDEP1pp	murein D,D-endopeptidase (murein4px4p) (periplasm)	>	( b3182  or  b2328  or  b2134 )	Murein Recycling		[p] : h2o + murein4px4p --> murein4p4p	7721700
MDDEP2pp	murein D,D-endopeptidase (murein3px4p) (periplasm)	>	( b3182  or  b2328  or  b2134 )	Murein Recycling		[p] : h2o + murein3px4p --> murein4p3p	7721700
MDDEP3pp	murein D,D-endopeptidase (murein5px4p) (periplasm)	>	( b3182  or  b2328  or  b2134 )	Murein Recycling		[p] : h2o + murein5px4p --> murein5p4p	7721700
MDDEP4pp	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	>	( b3182  or  b2328  or  b2134 )	Murein Recycling		[p] : h2o + murein4px4px4p --> murein4px4p4p	7721700
MDH	malate dehydrogenase	=	b3236	Citric Acid Cycle	1.1.1.37	[c] : mal-L + nad <==> h + nadh + oaa	
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	>	b2210	Citric Acid Cycle	1.1.99.16	[c] : mal-L + q8 --> oaa + q8h2	11092847
MDH3	Malate dehydrogenase (menaquinone 8 as acceptor)	>	b2210	Citric Acid Cycle	1.1.99.16	[c] : mal-L + mqn8 --> mql8 + oaa	11092847
MDRPD	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	>		Arginine and Proline Metabolism		[c] : 5mdru1p --> dkmpp + h2o	12022921
ME1	malic enzyme (NAD)	>	b1479	Anaplerotic Reactions	1.1.1.38	[c] : mal-L + nad --> co2 + nadh + pyr	
ME2	malic enzyme (NADP)	>	b2463	Anaplerotic Reactions	1.1.1.40	[c] : mal-L + nadp --> co2 + nadph + pyr	
MECDPDH2	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	>	b2515	Cofactor and Prosthetic Group Biosynthesis		[c] : 2mecdp + nadh --> h2mb4p + h2o + nad	12010124
MECDPS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	>	b2746	Cofactor and Prosthetic Group Biosynthesis		[c] : 2p4c2me --> 2mecdp + cmp	12010124
MELIBt2pp	melibiose transport in via symport (periplasm)	>	b4120	Transport, Inner Membrane		h[p] + melib[p] --> h[c] + melib[c]	11695924
MELIBt3ipp	melibiose transport in via antiport (periplasm)	>	b1528	Transport, Inner Membrane		h[p] + melib[c] --> h[c] + melib[p]	
MELIBtex	melibiose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		melib[e] <==> melib[p]	
MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	>	b2747	Cofactor and Prosthetic Group Biosynthesis		[c] : 2me4p + ctp + h --> 4c2me + ppi	12010124
METabcpp	L-methionine transport via ABC system (periplasm)	>	( b0198  and  b0199  and  b0197 )	Transport, Inner Membrane		atp[c] + h2o[c] + met-L[p] --> adp[c] + h[c] + met-L[c] + pi[c]	12218041
METAT	methionine adenosyltransferase	>	b2942	Methionine Metabolism	2.5.1.6	[c] : atp + h2o + met-L --> amet + pi + ppi	
METDabcpp	D-methionine transport via ABC system (periplasm)	>	( b0198  and  b0199  and  b0197 )	Transport, Inner Membrane		atp[c] + h2o[c] + met-D[p] --> adp[c] + h[c] + met-D[c] + pi[c]	12218041
METDtex	D-methionine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		met-D[e] <==> met-D[p]	
METOX1s	methionine oxidation (spontaneous)	>	s0001	Methionine Metabolism		[c] : h2o2 + met-L --> h2o + metsox-S-L	12504094
METOX2s	methionine oxidation 2 (spontaneous)	>	s0001	Methionine Metabolism		[c] : h2o2 + met-L --> h2o + metsox-R-L	12504094
METS	methionine synthase	>	( b4019  or  b3829 )	Methionine Metabolism	2.1.1.13	[c] : 5mthf + hcys-L --> h + met-L + thf	
METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)	>		Transport, Inner Membrane		atp[c] + h2o[c] + metsox-S-L[p] --> adp[c] + h[c] + metsox-S-L[c] + pi[c]	11795868
METSOX1tex	L-methionine S-oxide diffusion (extracellular)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		metsox-S-L[e] <==> metsox-S-L[p]	
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	>		Transport, Inner Membrane		atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c]	11795868
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		metsox-R-L[e] <==> metsox-R-L[p]	
METSOXR1	L-methionine-S-oxide reductase	>	( ( b4219  and  b2582 )  or  ( b4219  and  b3781 ) )	Methionine Metabolism	1.8.4.5	[c] : metsox-S-L + trdrd --> h2o + met-L + trdox	12504094
METSOXR2	L-methionine-R-sulfoxide reductase	>	( ( b1778  and  b2582 )  or  ( b1778  and  b3781 ) )	Methionine Metabolism		[c] : metsox-R-L + trdrd --> h2o + met-L + trdox	12504094
METtex	L-methionine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		met-L[e] <==> met-L[p]	
METTRS	Methionyl-tRNA synthetase	>	b2114	tRNA Charging	6.1.1.10	[c] : atp + met-L + trnamet --> amp + mettrna + ppi	
MG2t3_2pp	magnesium (Mg+2) transport in/out via proton antiport (periplasm)	=		Inorganic Ion Transport and Metabolism		(2) h[c] + mg2[p] <==> (2) h[p] + mg2[c]	
MG2tex	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mg2[e] <==> mg2[p]	
MG2tpp	magnesium (+2) transport in via diffusion	>	b3816	Inorganic Ion Transport and Metabolism		mg2[p] --> mg2[c]	
MG2uabcpp	Magnesium (Mg+2) ABC transporter (ubtake, periplasm)	>	b4242	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + mg2[p] --> adp[c] + h[c] + mg2[c] + pi[c]	
MGSA	methylglyoxal synthase	>	b0963	Methylglyoxal Metabolism	4.2.3.3	[c] : dhap --> mthgxl + pi	9489667
MI1PP	myo-inositol 1-phosphatase	>	b2533	Cell Envelope Biosynthesis	3.1.3.25	[c] : h2o + mi1p-D --> inost + pi	8002619
MICITD	2-methylisocitrate dehydratase	>	b0118	Alternate Carbon Metabolism	4.2.1.99	[c] : 2mcacn + h2o --> micit	12473114
MINOHPtexi	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	>		Transport, Outer Membrane		minohp[e] --> minohp[p]	
MLDCP1App	murein L,D-carboxypeptidase (murein5px4p) (periplasm)	>		Murein Biosynthesis	3.4.17.13	[p] : h2o + murein5px4p --> alaala + murein3px4p	0
MLDCP1Bpp	murein L,D-carboxypeptidase (murein4p4p) (periplasm)	>		Murein Biosynthesis	3.4.17.13	[p] : h2o + murein4p4p --> ala-D + murein4p3p	0
MLDCP2App	murein L,D-carboxypeptidase (murein5p5p) (periplasm)	>		Murein Biosynthesis	3.4.17.13	[p] : h2o + murein5p5p --> alaala + murein5p3p	0
MLDCP2Bpp	murein L,D-carboxypeptidase (murein4p3p) (periplasm)	>		Murein Biosynthesis	3.4.17.13	[p] : h2o + murein4p3p --> ala-D + murein3p3p	0
MLDCP3App	murein L,D-carboxypeptidase (murein5px3p) (periplasm)	>		Murein Biosynthesis	3.4.17.13	[p] : h2o + murein5px3p --> alaala + murein3px3p	0
MLDEP1pp	murein L,D-endopeptidase (murein3px3p) (periplasm)	>		Murein Recycling		[p] : h2o + murein3px3p --> murein3p3p	
MLDEP2pp	murein L,D-endopeptidase (murein5px3p) (periplasm)	>		Murein Recycling		[p] : h2o + murein5px3p --> murein5p3p	
MLTG1	Maltodextrin glucosidase (maltotriose)	>	b0403	Alternate Carbon Metabolism		[c] : h2o + malttr --> glc-D + malt	9529892
MLTG2	Maltodextrin glucosidase (maltotetraose)	>	b0403	Alternate Carbon Metabolism		[c] : h2o + maltttr --> glc-D + malttr	9529892
MLTG3	Maltodextrin glucosidase (maltopentaose)	>	b0403	Alternate Carbon Metabolism		[c] : h2o + maltpt --> glc-D + maltttr	9529892
MLTG4	Maltodextrin glucosidase (maltohexaose)	>	b0403	Alternate Carbon Metabolism		[c] : h2o + malthx --> glc-D + maltpt	9529892
MLTG5	Maltodextrin glucosidase (maltoheptaose)	>	b0403	Alternate Carbon Metabolism		[c] : h2o + malthp --> glc-D + malthx	9529892
MLTGY1pp	murein lytic transglycosylase (murein4p4p) (periplasm)	>	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )	Murein Recycling		[p] : murein4p4p --> (2) anhgm4p	8405923
MLTGY2pp	murein lytic transglycosylase (murein4p3p) (periplasm)	>	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )	Murein Recycling		[p] : murein4p3p --> anhgm3p + anhgm4p	8405923
MLTGY3pp	murein lytic transglycosylase (murein3p3p) (periplasm)	>	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )	Murein Recycling		[p] : murein3p3p --> (2) anhgm3p	8405923
MLTGY4pp	murein lytic transglycosylase (murein4px4p4p) (periplasm)	>	( b4392  or  b2813  or  b2701  or  b1193  or  b2963 )	Murein Recycling		[p] : murein4px4p4p --> anhgm4p + murein4px4p	8405923
MLTP1	Maltodextrin phosphorylase (maltopentaose)	=	b3417	Alternate Carbon Metabolism		[c] : maltpt + pi <==> g1p + maltttr	9529892
MLTP2	Maltodextrin phosphorylase (maltohexaose)	=	b3417	Alternate Carbon Metabolism		[c] : malthx + pi <==> g1p + maltpt	9529892
MLTP3	Maltodextrin phosphorylase (maltoheptaose)	=	b3417	Alternate Carbon Metabolism		[c] : malthp + pi <==> g1p + malthx	9529892
MMCD	Methylmalonyl-CoA decarboxylase	>	b2919	Alternate Carbon Metabolism	4.1.1.41	[c] : h + mmcoa-S --> co2 + ppcoa	10769117
MME	methylmalonyl-CoA epimerase	=		Alternate Carbon Metabolism	5.1.99.1	[c] : mmcoa-R <==> mmcoa-S	
MMETt2pp	S-methylmethionine permease (periplasm)	>	b0260	Transport, Inner Membrane		h[p] + mmet[p] --> h[c] + mmet[c]	9882684
MMETtex	S-methyl-L-methionine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mmet[e] <==> mmet[p]	
MMM2	Methylmalonyl-CoA mutase	>	b2917	Alternate Carbon Metabolism	5.4.99.2	[c] : succoa --> mmcoa-R	10769117
MN2t3pp	manganese (Mn+2) transport out via proton antiport (periplasm)	>	( b3915  or  b0752 )	Inorganic Ion Transport and Metabolism		h[p] + mn2[c] --> h[c] + mn2[p]	
MN2tpp	manganese transport in via permease (no H+)	>	b3040	Inorganic Ion Transport and Metabolism		mn2[p] --> mn2[c]	
MN6PP	mannose 6-phosphate phosphatase	>	b0822	Alternate Carbon Metabolism		[c] : h2o + man6p --> man + pi	15657928
MNLptspp	mannitol transport via PEP:Pyr PTS (periplasm)	>	( b3599  and  b2415  and  b2416 )	Transport, Inner Membrane		mnl[p] + pep[c] --> mnl1p[c] + pyr[c]	
MNLtex	mannitol transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mnl[e] <==> mnl[p]	
MNNH	D-mannonate hydrolyase	>	b4322	Alternate Carbon Metabolism	4.2.1.8	[c] : mana --> 2ddglcn + h2o	0
MNt2pp	manganese (Mn+2) transport in via proton symport (periplasm)	>	b2392	Transport, Inner Membrane		h[p] + mn2[p] --> h[c] + mn2[c]	
MNtex	Manganese (Mn+2) transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mn2[e] <==> mn2[p]	
MOAT	3-deoxy-D-manno-octulosonic acid transferase	>	b3633	Lipopolysaccharide Biosynthesis / Recycling		[c] : ckdo + lipidA --> cmp + h + kdolipid4	12045108
MOAT2	3-deoxy-D-manno-octulosonic acid transferase	>	b3633	Lipopolysaccharide Biosynthesis / Recycling		[c] : ckdo + kdolipid4 --> cmp + h + kdo2lipid4	12045108
MOAT3C	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	>	b3624	Lipopolysaccharide Biosynthesis / Recycling		[c] : ckdo + phphhlipa --> cmp + h + kphphhlipa	12045108
MOBDabcpp	molybdate transport via ABC system (periplasm)	>	( ( b0763  and  b0764  and  b0765 )  or  ( b2422  and  b2424  and  b2423  and  b3917 )  or  ( b2422  and  b2425  and  b2424  and  b2423 ) )	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + mobd[p] --> adp[c] + h[c] + mobd[c] + pi[c]	9545596
MOBDtex	molybdate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mobd[e] <==> mobd[p]	
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	>	b0134	Cofactor and Prosthetic Group Biosynthesis	2.1.2.11	[c] : 3mob + h2o + mlthf --> 2dhp + thf	
MPTG	murein polymerizing transglycosylase	>	( b2519  or  b0149  or  b3396 )	Murein Biosynthesis		(2) uaagmda[c] --> (2) h[c] + murein5p5p[p] + (2) udcpdp[c]	11181358
MPTG2	murein polymerizing transglycosylase 2 (three linked units)	>	( b0149  or  b2519  or  b3396 )	Murein Biosynthesis		murein5p5p[p] + uaagmda[c] --> h[c] + murein5p5p5p[p] + udcpdp[c]	11181358
MSO3abcpp	methanesulfonate transport via ABC system (periplasm)	>	( b0936  and  b0933  and  b0934 )	Transport, Inner Membrane		atp[c] + h2o[c] + mso3[p] --> adp[c] + h[c] + mso3[c] + pi[c]	10781534
MSO3tex	methanesulfonate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		mso3[e] <==> mso3[p]	
MTAN	methylthioadenosine nucleosidase	>	b0159	Arginine and Proline Metabolism	3.2.2.16	[c] : 5mta + h2o --> 5mtr + ade	15911379
MTHFC	methenyltetrahydrofolate cyclohydrolase	=	b0529	Folate Metabolism	3.5.4.9	[c] : h2o + methf <==> 10fthf + h	
MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)	=	b0529	Folate Metabolism	1.5.1.5	[c] : mlthf + nadp <==> methf + nadph	
MTHFR2	5,10-methylenetetrahydrofolate reductase (NADH)	>	b3941	Folate Metabolism		[c] : (2) h + mlthf + nadh --> 5mthf + nad	
MTRI	5-methylthioribose-1-phosphate isomerase	=		Arginine and Proline Metabolism	5.3.1.23	[c] : 5mdr1p <==> 5mdru1p	12022921
MTRK	5-methylthioribose kinase	>		Arginine and Proline Metabolism	2.7.1.100	[c] : 5mtr + atp --> 5mdr1p + adp + h	12022921
MTRPOX	N-methyltryptophan oxidase	>	b1059	Glycine and Serine Metabolism	1.5.3.2	[c] : Nmtrp + h2o + o2 --> fald + h2o2 + trp-L	11170472
N2Otex	nitrious oxide transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		n2o[e] <==> n2o[p]	
N2Otpp	nitrious oxide transport (diffusion)	=	s0001	Inorganic Ion Transport and Metabolism		n2o[p] <==> n2o[c]	
NACODA	N-acetylornithine deacetylase	>	b3957	Arginine and Proline Metabolism		[c] : acg5sa + h2o --> ac + glu5sa	
